Entity,Day,"Cumulative excess deaths per 100,000 people (central estimate)","Cumulative excess deaths per 100,000 people (95% CI, lower bound)","Cumulative excess deaths per 100,000 people (95% CI, upper bound)","Total confirmed deaths due to COVID-19 per 100,000 people"
Brazil,2020-01-01,0,0,0,
Brazil,2020-01-04,,,,0
Brazil,2020-01-05,,,,0
Brazil,2020-01-06,0,0,0,0
Brazil,2020-01-07,,,,0
Brazil,2020-01-08,,,,0
Brazil,2020-01-09,,,,0
Brazil,2020-01-10,,,,0
Brazil,2020-01-11,,,,0
Brazil,2020-01-12,,,,0
Brazil,2020-01-13,0,0,0,0
Brazil,2020-01-14,,,,0
Brazil,2020-01-15,,,,0
Brazil,2020-01-16,,,,0
Brazil,2020-01-17,,,,0
Brazil,2020-01-18,,,,0
Brazil,2020-01-19,,,,0
Brazil,2020-01-20,0,0,0,0
Brazil,2020-01-21,,,,0
Brazil,2020-01-22,,,,0
Brazil,2020-01-23,,,,0
Brazil,2020-01-24,,,,0
Brazil,2020-01-25,,,,0
Brazil,2020-01-26,,,,0
Brazil,2020-01-27,-0.07651298,-0.07651298,-0.07651298,0
Brazil,2020-01-28,,,,0
Brazil,2020-01-29,,,,0
Brazil,2020-01-30,,,,0
Brazil,2020-01-31,,,,0
Brazil,2020-02-01,,,,0
Brazil,2020-02-02,,,,0
Brazil,2020-02-03,-0.022366336,-0.022366336,-0.022366336,0
Brazil,2020-02-04,,,,0
Brazil,2020-02-05,,,,0
Brazil,2020-02-06,,,,0
Brazil,2020-02-07,,,,0
Brazil,2020-02-08,,,,0
Brazil,2020-02-09,,,,0
Brazil,2020-02-10,0.03178031,0.03178031,0.03178031,0
Brazil,2020-02-11,,,,0
Brazil,2020-02-12,,,,0
Brazil,2020-02-13,,,,0
Brazil,2020-02-14,,,,0
Brazil,2020-02-15,,,,0
Brazil,2020-02-16,,,,0
Brazil,2020-02-17,0.08592696,0.08592696,0.08592696,0
Brazil,2020-02-18,,,,0
Brazil,2020-02-19,,,,0
Brazil,2020-02-20,,,,0
Brazil,2020-02-21,,,,0
Brazil,2020-02-22,,,,0
Brazil,2020-02-23,,,,0
Brazil,2020-02-24,0.1400736,0.1400736,0.1400736,0
Brazil,2020-02-25,,,,0
Brazil,2020-02-26,,,,0
Brazil,2020-02-27,,,,0
Brazil,2020-02-28,,,,0
Brazil,2020-02-29,,,,0
Brazil,2020-03-01,,,,0
Brazil,2020-03-02,0.65423715,0.65423715,0.65423715,0
Brazil,2020-03-03,,,,0
Brazil,2020-03-04,,,,0
Brazil,2020-03-05,,,,0
Brazil,2020-03-06,,,,0
Brazil,2020-03-07,,,,0
Brazil,2020-03-08,,,,0
Brazil,2020-03-09,1.1684006,1.1684006,1.1684006,0
Brazil,2020-03-10,,,,0
Brazil,2020-03-11,,,,0
Brazil,2020-03-12,,,,0
Brazil,2020-03-13,,,,0
Brazil,2020-03-14,,,,0
Brazil,2020-03-15,,,,0
Brazil,2020-03-16,1.6825641,1.6825641,1.6825641,0
Brazil,2020-03-17,,,,0
Brazil,2020-03-18,,,,0
Brazil,2020-03-19,,,,0.0004754968
Brazil,2020-03-20,,,,0.0019019872
Brazil,2020-03-21,,,,0.0019019872
Brazil,2020-03-22,,,,0.005230465
Brazil,2020-03-23,2.1967278,2.1967278,2.1967278,0.005230465
Brazil,2020-03-24,,,,0.01188742
Brazil,2020-03-25,,,,0.016166892
Brazil,2020-03-26,,,,0.021872852
Brazil,2020-03-27,,,,0.027103318
Brazil,2020-03-28,,,,0.036613252
Brazil,2020-03-29,,,,0.043745704
Brazil,2020-03-30,2.7108912,2.7108912,2.7108912,0.054206636
Brazil,2020-03-31,,,,0.06466757
Brazil,2020-04-01,,,,0.07560399
Brazil,2020-04-02,,,,0.095574856
Brazil,2020-04-03,,,,0.11459473
Brazil,2020-04-04,,,,0.14217354
Brazil,2020-04-05,,,,0.17070335
Brazil,2020-04-06,3.8632138,3.8632138,3.8632138,0.20541462
Brazil,2020-04-07,,,,0.23109144
Brazil,2020-04-08,,,,0.26294973
Brazil,2020-04-09,,,,0.31715637
Brazil,2020-04-10,,,,0.38039744
Brazil,2020-04-11,,,,0.4474425
Brazil,2020-04-12,,,,0.5021246
Brazil,2020-04-13,5.015537,5.015537,5.015537,0.5344584
Brazil,2020-04-14,,,,0.5815326
Brazil,2020-04-15,,,,0.6314598
Brazil,2020-04-16,,,,0.7284611
Brazil,2020-04-17,,,,0.82546246
Brazil,2020-04-18,,,,0.91485584
Brazil,2020-04-19,,,,1.0180386
Brazil,2020-04-20,6.167859,6.167859,6.167859,1.115991
Brazil,2020-04-21,,,,1.1706731
Brazil,2020-04-22,,,,1.2244042
Brazil,2020-04-23,,,,1.3033367
Brazil,2020-04-24,,,,1.3817937
Brazil,2020-04-25,,,,1.5753208
Brazil,2020-04-26,,,,1.7450732
Brazil,2020-04-27,7.320182,7.320182,7.320182,1.9095951
Brazil,2020-04-28,,,,1.999464
Brazil,2020-04-29,,,,2.160182
Brazil,2020-04-30,,,,2.3855674
Brazil,2020-05-01,,,,2.5990655
Brazil,2020-05-02,,,,2.8059065
Brazil,2020-05-03,,,,3.0094192
Brazil,2020-05-04,10.919152,10.919152,10.919152,3.2096033
Brazil,2020-05-05,,,,3.340365
Brazil,2020-05-06,,,,3.481112
Brazil,2020-05-07,,,,3.76641
Brazil,2020-05-08,,,,4.0588408
Brazil,2020-05-09,,,,4.3488936
Brazil,2020-05-10,,,,4.7059917
Brazil,2020-05-11,14.518124,14.518124,14.518124,5.0531044
Brazil,2020-05-12,,,,5.288951
Brazil,2020-05-13,,,,5.4772477
Brazil,2020-05-14,,,,5.89616
Brazil,2020-05-15,,,,6.2523074
Brazil,2020-05-16,,,,6.653627
Brazil,2020-05-17,,,,7.045436
Brazil,2020-05-18,18.117094,18.117094,18.117094,7.4334416
Brazil,2020-05-19,,,,7.6640573
Brazil,2020-05-20,,,,7.9845424
Brazil,2020-05-21,,,,8.545153
Brazil,2020-05-22,,,,8.967394
Brazil,2020-05-23,,,,9.532285
Brazil,2020-05-24,,,,10.008257
Brazil,2020-05-25,21.716064,21.716064,21.716064,10.467111
Brazil,2020-05-26,,,,10.777611
Brazil,2020-05-27,,,,11.161336
Brazil,2020-05-28,,,,11.655377
Brazil,2020-05-29,,,,12.171767
Brazil,2020-05-30,,,,12.721441
Brazil,2020-05-31,,,,13.255899
Brazil,2020-06-01,23.978086,23.978086,23.978086,13.710475
Brazil,2020-06-02,,,,13.938713
Brazil,2020-06-03,,,,14.234947
Brazil,2020-06-04,,,,14.835025
Brazil,2020-06-05,,,,15.47647
Brazil,2020-06-06,,,,16.176876
Brazil,2020-06-07,,,,16.65475
Brazil,2020-06-08,26.24011,26.24011,26.24011,17.0846
Brazil,2020-06-09,,,,17.334236
Brazil,2020-06-10,,,,17.657099
Brazil,2020-06-11,,,,18.26193
Brazil,2020-06-12,,,,18.867714
Brazil,2020-06-13,,,,19.456854
Brazil,2020-06-14,,,,19.88908
Brazil,2020-06-15,28.502132,28.502132,28.502132,20.313223
Brazil,2020-06-16,,,,20.604227
Brazil,2020-06-17,,,,20.902365
Brazil,2020-06-18,,,,21.511951
Brazil,2020-06-19,,,,22.115356
Brazil,2020-06-20,,,,22.704021
Brazil,2020-06-21,,,,23.27747
Brazil,2020-06-22,30.764154,30.764154,30.764154,23.763428
Brazil,2020-06-23,,,,24.068222
Brazil,2020-06-24,,,,24.379196
Brazil,2020-06-25,,,,25.03253
Brazil,2020-06-26,,,,25.595993
Brazil,2020-06-27,,,,26.138535
Brazil,2020-06-28,,,,26.609276
Brazil,2020-06-29,33.026176,33.026176,33.026176,27.136602
Brazil,2020-06-30,,,,27.399076
Brazil,2020-07-01,,,,27.72812
Brazil,2020-07-02,,,,28.336756
Brazil,2020-07-03,,,,28.830322
Brazil,2020-07-04,,,,29.425644
Brazil,2020-07-05,,,,30.039034
Brazil,2020-07-06,35.228107,35.228107,35.228107,30.557802
Brazil,2020-07-07,,,,30.844051
Brazil,2020-07-08,,,,31.138859
Brazil,2020-07-09,,,,31.735132
Brazil,2020-07-10,,,,32.316666
Brazil,2020-07-11,,,,32.89677
Brazil,2020-07-12,,,,33.474022
Brazil,2020-07-13,37.430042,37.430042,37.430042,33.98328
Brazil,2020-07-14,,,,34.283318
Brazil,2020-07-15,,,,34.63186
Brazil,2020-07-16,,,,35.250004
Brazil,2020-07-17,,,,35.836292
Brazil,2020-07-18,,,,36.464897
Brazil,2020-07-19,,,,37.017902
Brazil,2020-07-20,39.631973,39.631973,39.631973,37.455833
Brazil,2020-07-21,,,,37.79629
Brazil,2020-07-22,,,,38.0968
Brazil,2020-07-23,,,,38.746807
Brazil,2020-07-24,,,,39.357346
Brazil,2020-07-25,,,,39.98072
Brazil,2020-07-26,,,,40.530396
Brazil,2020-07-27,41.833904,41.833904,41.833904,41.106224
Brazil,2020-07-28,,,,41.370125
Brazil,2020-07-29,,,,41.66208
Brazil,2020-07-30,,,,42.10001
Brazil,2020-07-31,,,,42.85843
Brazil,2020-08-01,,,,43.395264
Brazil,2020-08-02,,,,43.971565
Brazil,2020-08-03,44.27843,44.27843,44.27843,44.488907
Brazil,2020-08-04,,,,44.74615
Brazil,2020-08-05,,,,45.012905
Brazil,2020-08-06,,,,45.561626
Brazil,2020-08-07,,,,46.244915
Brazil,2020-08-08,,,,46.833107
Brazil,2020-08-09,,,,47.34617
Brazil,2020-08-10,46.722954,46.722954,46.722954,47.776493
Brazil,2020-08-11,,,,48.048477
Brazil,2020-08-12,,,,48.38275
Brazil,2020-08-13,,,,48.988533
Brazil,2020-08-14,,,,49.54724
Brazil,2020-08-15,,,,50.14732
Brazil,2020-08-16,,,,50.651344
Brazil,2020-08-17,49.16748,49.16748,49.16748,50.988472
Brazil,2020-08-18,,,,51.28328
Brazil,2020-08-19,,,,51.60852
Brazil,2020-08-20,,,,52.251392
Brazil,2020-08-21,,,,52.827694
Brazil,2020-08-22,,,,53.400192
Brazil,2020-08-23,,,,53.901367
Brazil,2020-08-24,51.612003,51.612003,51.612003,54.32551
Brazil,2020-08-25,,,,54.560406
Brazil,2020-08-26,,,,54.82906
Brazil,2020-08-27,,,,55.43342
Brazil,2020-08-28,,,,55.94933
Brazil,2020-08-29,,,,56.41722
Brazil,2020-08-30,,,,56.82377
Brazil,2020-08-31,54.05653,54.05653,54.05653,57.279297
Brazil,2020-09-01,,,,57.453327
Brazil,2020-09-02,,,,57.716278
Brazil,2020-09-03,,,,58.294006
Brazil,2020-09-04,,,,58.856995
Brazil,2020-09-05,,,,59.25356
Brazil,2020-09-06,,,,59.684834
Brazil,2020-09-07,55.762577,55.762577,55.762577,60.00912
Brazil,2020-09-08,,,,60.22167
Brazil,2020-09-09,,,,60.369072
Brazil,2020-09-10,,,,60.608723
Brazil,2020-09-11,,,,61.119884
Brazil,2020-09-12,,,,61.587296
Brazil,2020-09-13,,,,62.00288
Brazil,2020-09-14,57.46862,57.46862,57.46862,62.389935
Brazil,2020-09-15,,,,62.587265
Brazil,2020-09-16,,,,62.76843
Brazil,2020-09-17,,,,63.297657
Brazil,2020-09-18,,,,63.766975
Brazil,2020-09-19,,,,64.16116
Brazil,2020-09-20,,,,64.56914
Brazil,2020-09-21,59.174667,59.174667,59.174667,64.92053
Brazil,2020-09-22,,,,65.09313
Brazil,2020-09-23,,,,65.2724
Brazil,2020-09-24,,,,65.669914
Brazil,2020-09-25,,,,66.08312
Brazil,2020-09-26,,,,66.47826
Brazil,2020-09-27,,,,66.82489
Brazil,2020-09-28,60.88071,60.88071,60.88071,67.2381
Brazil,2020-09-29,,,,67.39739
Brazil,2020-09-30,,,,67.54813
Brazil,2020-10-01,,,,67.95848
Brazil,2020-10-02,,,,68.448715
Brazil,2020-10-03,,,,68.794876
Brazil,2020-10-04,,,,69.13153
Brazil,2020-10-05,62.55574,62.55574,62.55574,69.41635
Brazil,2020-10-06,,,,69.589905
Brazil,2020-10-07,,,,69.74349
Brazil,2020-10-08,,,,70.13293
Brazil,2020-10-09,,,,70.48194
Brazil,2020-10-10,,,,70.828575
Brazil,2020-10-11,,,,71.15286
Brazil,2020-10-12,64.23077,64.23077,64.23077,71.41867
Brazil,2020-10-13,,,,71.556564
Brazil,2020-10-14,,,,71.65214
Brazil,2020-10-15,,,,71.799065
Brazil,2020-10-16,,,,72.15521
Brazil,2020-10-17,,,,72.49424
Brazil,2020-10-18,,,,72.85277
Brazil,2020-10-19,65.90579,65.90579,65.90579,73.07197
Brazil,2020-10-20,,,,73.181335
Brazil,2020-10-21,,,,73.310196
Brazil,2020-10-22,,,,73.6245
Brazil,2020-10-23,,,,73.89363
Brazil,2020-10-24,,,,74.12995
Brazil,2020-10-25,,,,74.40146
Brazil,2020-10-26,67.58082,67.58082,67.58082,74.60687
Brazil,2020-10-27,,,,74.71671
Brazil,2020-10-28,,,,74.84177
Brazil,2020-10-29,,,,75.10281
Brazil,2020-10-30,,,,75.34532
Brazil,2020-10-31,,,,75.58925
Brazil,2020-11-01,,,,75.8308
Brazil,2020-11-02,69.28977,69.28977,69.28977,76.02433
Brazil,2020-11-03,,,,76.11468
Brazil,2020-11-04,,,,76.19979
Brazil,2020-11-05,,,,76.31533
Brazil,2020-11-06,,,,76.605385
Brazil,2020-11-07,,,,76.90495
Brazil,2020-11-08,,,,77.03761
Brazil,2020-11-09,70.99872,70.99872,70.99872,77.158394
Brazil,2020-11-10,,,,77.21925
Brazil,2020-11-11,,,,77.329094
Brazil,2020-11-12,,,,77.42467
Brazil,2020-11-13,,,,77.68334
Brazil,2020-11-14,,,,78.11509
Brazil,2020-11-15,,,,78.33192
Brazil,2020-11-16,72.70767,72.70767,72.70767,78.76985
Brazil,2020-11-17,,,,78.83642
Brazil,2020-11-18,,,,78.939125
Brazil,2020-11-19,,,,79.26484
Brazil,2020-11-20,,,,79.62431
Brazil,2020-11-21,,,,79.91247
Brazil,2020-11-22,,,,80.17494
Brazil,2020-11-23,74.41662,74.41662,74.41662,80.35373
Brazil,2020-11-24,,,,80.44598
Brazil,2020-11-25,,,,80.58958
Brazil,2020-11-26,,,,80.88914
Brazil,2020-11-27,,,,81.20011
Brazil,2020-11-28,,,,81.52868
Brazil,2020-11-29,,,,81.77309
Brazil,2020-11-30,76.12557,76.12557,76.12557,82.0522
Brazil,2020-12-01,,,,82.18154
Brazil,2020-12-02,,,,82.31801
Brazil,2020-12-03,,,,82.64943
Brazil,2020-12-04,,,,82.98132
Brazil,2020-12-05,,,,83.340324
Brazil,2020-12-06,,,,83.67032
Brazil,2020-12-07,78.94361,78.94361,78.94361,83.986046
Brazil,2020-12-08,,,,84.13488
Brazil,2020-12-09,,,,84.31367
Brazil,2020-12-10,,,,84.714035
Brazil,2020-12-11,,,,85.11155
Brazil,2020-12-12,,,,85.477684
Brazil,2020-12-13,,,,85.79722
Brazil,2020-12-14,81.76166,81.76166,81.76166,86.123405
Brazil,2020-12-15,,,,86.25607
Brazil,2020-12-16,,,,86.46196
Brazil,2020-12-17,,,,86.92034
Brazil,2020-12-18,,,,87.3654
Brazil,2020-12-19,,,,87.88464
Brazil,2020-12-20,,,,88.27598
Brazil,2020-12-21,84.5797,84.5797,84.5797,88.61168
Brazil,2020-12-22,,,,88.80569
Brazil,2020-12-23,,,,89.056274
Brazil,2020-12-24,,,,89.51655
Brazil,2020-12-25,,,,89.9735
Brazil,2020-12-26,,,,90.347244
Brazil,2020-12-27,,,,90.57643
Brazil,2020-12-28,87.397736,87.397736,87.397736,90.72241
Brazil,2020-12-29,,,,90.88599
Brazil,2020-12-30,,,,91.09092
Brazil,2020-12-31,,,,91.6192
Brazil,2021-01-01,,,,92.18694
Brazil,2021-01-02,,,,92.697624
Brazil,2021-01-03,,,,92.917305
Brazil,2021-01-04,91.4386,91.4386,91.4386,93.06661
Brazil,2021-01-05,,,,93.20593
Brazil,2021-01-06,,,,93.46413
Brazil,2021-01-07,,,,94.020935
Brazil,2021-01-08,,,,94.6115
Brazil,2021-01-09,,,,95.33616
Brazil,2021-01-10,,,,95.79359
Brazil,2021-01-11,95.47946,95.47946,95.47946,96.350395
Brazil,2021-01-12,,,,96.5734
Brazil,2021-01-13,,,,96.801636
Brazil,2021-01-14,,,,97.32944
Brazil,2021-01-15,,,,97.93523
Brazil,2021-01-16,,,,98.47301
Brazil,2021-01-17,,,,99.02031
Brazil,2021-01-18,99.52032,99.52032,99.52032,99.51958
Brazil,2021-01-19,,,,99.78158
Brazil,2021-01-20,,,,99.9965
Brazil,2021-01-21,,,,100.56329
Brazil,2021-01-22,,,,101.20046
Brazil,2021-01-23,,,,101.82621
Brazil,2021-01-24,,,,102.34736
Brazil,2021-01-25,103.56118,103.56118,103.56118,102.91891
Brazil,2021-01-26,,,,103.2004
Brazil,2021-01-27,,,,103.498535
Brazil,2021-01-28,,,,104.07579
Brazil,2021-01-29,,,,104.68585
Brazil,2021-01-30,,,,105.34489
Brazil,2021-01-31,,,,105.87697
Brazil,2021-02-01,107.67708,107.67708,107.67708,106.48513
Brazil,2021-02-02,,,,106.75093
Brazil,2021-02-03,,,,107.03385
Brazil,2021-02-04,,,,107.60921
Brazil,2021-02-05,,,,108.205475
Brazil,2021-02-06,,,,108.79129
Brazil,2021-02-07,,,,109.38043
Brazil,2021-02-08,111.792984,111.792984,111.792984,109.84547
Brazil,2021-02-09,,,,110.09367
Brazil,2021-02-10,,,,110.396095
Brazil,2021-02-11,,,,111.03801
Brazil,2021-02-12,,,,111.670425
Brazil,2021-02-13,,,,112.31282
Brazil,2021-02-14,,,,112.92526
Brazil,2021-02-15,115.90889,115.90889,115.90889,113.4212
Brazil,2021-02-16,,,,113.76023
Brazil,2021-02-17,,,,114.01129
Brazil,2021-02-18,,,,114.5662
Brazil,2021-02-19,,,,115.11302
Brazil,2021-02-20,,,,115.76302
Brazil,2021-02-21,,,,116.38497
Brazil,2021-02-22,120.02479,120.02479,120.02479,116.96127
Brazil,2021-02-23,,,,117.21186
Brazil,2021-02-24,,,,117.51571
Brazil,2021-02-25,,,,118.17474
Brazil,2021-02-26,,,,118.85375
Brazil,2021-02-27,,,,119.586494
Brazil,2021-02-28,,,,120.22224
Brazil,2021-03-01,129.97571,129.97571,129.97571,120.88127
Brazil,2021-03-02,,,,121.224106
Brazil,2021-03-03,,,,121.59404
Brazil,2021-03-04,,,,122.37433
Brazil,2021-03-05,,,,123.28253
Brazil,2021-03-06,,,,124.0904
Brazil,2021-03-07,,,,124.9463
Brazil,2021-03-08,139.92664,139.92664,139.92664,125.68569
Brazil,2021-03-09,,,,126.20208
Brazil,2021-03-10,,,,126.671394
Brazil,2021-03-11,,,,127.60908
Brazil,2021-03-12,,,,128.69606
Brazil,2021-03-13,,,,129.75784
Brazil,2021-03-14,,,,130.81155
Brazil,2021-03-15,149.87755,149.87755,149.87755,131.76111
Brazil,2021-03-16,,,,132.297
Brazil,2021-03-17,,,,132.7996
Brazil,2021-03-18,,,,134.15048
Brazil,2021-03-19,,,,135.4096
Brazil,2021-03-20,,,,136.70485
Brazil,2021-03-21,,,,138.04338
Brazil,2021-03-22,159.82848,159.82848,159.82848,139.20264
Brazil,2021-03-23,,,,139.81602
Brazil,2021-03-24,,,,140.47365
Brazil,2021-03-25,,,,142.01949
Brazil,2021-03-26,,,,142.97476
Brazil,2021-03-27,,,,144.29521
Brazil,2021-03-28,,,,146.03078
Brazil,2021-03-29,169.7794,169.7794,169.7794,147.66553
Brazil,2021-03-30,,,,148.45296
Brazil,2021-03-31,,,,149.24228
Brazil,2021-04-01,,,,151.03966
Brazil,2021-04-02,,,,152.87935
Brazil,2021-04-03,,,,154.6715
Brazil,2021-04-04,,,,156.0609
Brazil,2021-04-05,178.68791,178.68791,178.68791,157.00572
Brazil,2021-04-06,,,,157.59534
Brazil,2021-04-07,,,,158.2225
Brazil,2021-04-08,,,,160.21722
Brazil,2021-04-09,,,,162.0379
Brazil,2021-04-10,,,,164.05829
Brazil,2021-04-11,,,,165.81429
Brazil,2021-04-12,187.59642,187.59642,187.59642,167.0582
Brazil,2021-04-13,,,,167.91551
Brazil,2021-04-14,,,,168.61925
Brazil,2021-04-15,,,,170.42995
Brazil,2021-04-16,,,,172.07468
Brazil,2021-04-17,,,,173.76746
Brazil,2021-04-18,,,,175.33897
Brazil,2021-04-19,196.50494,196.50494,196.50494,176.7317
Brazil,2021-04-20,,,,177.51959
Brazil,2021-04-21,,,,178.1601
Brazil,2021-04-22,,,,179.73921
Brazil,2021-04-23,,,,181.39014
Brazil,2021-04-24,,,,182.35397
Brazil,2021-04-25,,,,183.73958
Brazil,2021-04-26,205.41345,205.41345,205.41345,185.2022
Brazil,2021-04-27,,,,185.82272
Brazil,2021-04-28,,,,186.36432
Brazil,2021-04-29,,,,187.8317
Brazil,2021-04-30,,,,189.3357
Brazil,2021-05-01,,,,190.76266
Brazil,2021-05-02,,,,191.99657
Brazil,2021-05-03,211.83336,211.83336,211.83336,193.25949
Brazil,2021-05-04,,,,193.83104
Brazil,2021-05-05,,,,194.29845
Brazil,2021-05-06,,,,195.70877
Brazil,2021-05-07,,,,197.0454
Brazil,2021-05-08,,,,198.25792
Brazil,2021-05-09,,,,199.28737
Brazil,2021-05-10,218.25325,218.25325,218.25325,200.33441
Brazil,2021-05-11,,,,200.82132
Brazil,2021-05-12,,,,201.24403
Brazil,2021-05-13,,,,202.34291
Brazil,2021-05-14,,,,203.5288
Brazil,2021-05-15,,,,204.66191
Brazil,2021-05-16,,,,205.71323
Brazil,2021-05-17,224.67316,224.67316,224.67316,206.7056
Brazil,2021-05-18,,,,207.19821
Brazil,2021-05-19,,,,207.57195
Brazil,2021-05-20,,,,208.76688
Brazil,2021-05-21,,,,210.02266
Brazil,2021-05-22,,,,211.16527
Brazil,2021-05-23,,,,212.2185
Brazil,2021-05-24,231.09305,231.09305,231.09305,213.12148
Brazil,2021-05-25,,,,213.5304
Brazil,2021-05-26,,,,213.90604
Brazil,2021-05-27,,,,214.9393
Brazil,2021-05-28,,,,216.07953
Brazil,2021-05-29,,,,217.14702
Brazil,2021-05-30,,,,218.27443
Brazil,2021-05-31,237.51295,237.51295,237.51295,219.23112
Brazil,2021-06-01,,,,219.64671
Brazil,2021-06-02,,,,220.05563
Brazil,2021-06-03,,,,221.20064
Brazil,2021-06-04,,,,222.3927
Brazil,2021-06-05,,,,223.19249
Brazil,2021-06-06,,,,223.88387
Brazil,2021-06-07,243.03017,243.03017,243.03017,224.68698
Brazil,2021-06-08,,,,225.10208
Brazil,2021-06-09,,,,225.58234
Brazil,2021-06-10,,,,226.71307
Brazil,2021-06-11,,,,228.00784
Brazil,2021-06-12,,,,229.19849
Brazil,2021-06-13,,,,230.2522
Brazil,2021-06-14,248.54738,248.54738,248.54738,231.22078
Brazil,2021-06-15,,,,231.75761
Brazil,2021-06-16,,,,232.15085
Brazil,2021-06-17,,,,233.32437
Brazil,2021-06-18,,,,234.74944
Brazil,2021-06-19,,,,235.84831
Brazil,2021-06-20,,,,237.03468
Brazil,2021-06-21,254.06458,254.06458,254.06458,238.1288
Brazil,2021-06-22,,,,238.61618
Brazil,2021-06-23,,,,238.97803
Brazil,2021-06-24,,,,239.99132
Brazil,2021-06-25,,,,241.12871
Brazil,2021-06-26,,,,242.09491
Brazil,2021-06-27,,,,243.04639
Brazil,2021-06-28,259.5818,259.5818,259.5818,243.80385
Brazil,2021-06-29,,,,244.15524
Brazil,2021-06-30,,,,244.4491
Brazil,2021-07-01,,,,245.34921
Brazil,2021-07-02,,,,246.33873
Brazil,2021-07-03,,,,247.30351
Brazil,2021-07-04,,,,248.18651
Brazil,2021-07-05,263.01614,263.01614,263.01614,248.96394
Brazil,2021-07-06,,,,249.35861
Brazil,2021-07-07,,,,249.68907
Brazil,2021-07-08,,,,250.53546
Brazil,2021-07-09,,,,251.31908
Brazil,2021-07-10,,,,252.09842
Brazil,2021-07-11,,,,252.81595
Brazil,2021-07-12,266.45047,266.45047,266.45047,253.38892
Brazil,2021-07-13,,,,253.67183
Brazil,2021-07-14,,,,254.02608
Brazil,2021-07-15,,,,254.78926
Brazil,2021-07-16,,,,255.52913
Brazil,2021-07-17,,,,256.2652
Brazil,2021-07-18,,,,256.95752
Brazil,2021-07-19,269.88483,269.88483,269.88483,257.37024
Brazil,2021-07-20,,,,257.821
Brazil,2021-07-21,,,,258.07874
Brazil,2021-07-22,,,,258.75586
Brazil,2021-07-23,,,,259.43295
Brazil,2021-07-24,,,,260.10437
Brazil,2021-07-25,,,,260.73392
Brazil,2021-07-26,273.31918,273.31918,273.31918,261.26077
Brazil,2021-07-27,,,,261.4871
Brazil,2021-07-28,,,,261.76193
Brazil,2021-07-29,,,,262.39578
Brazil,2021-07-30,,,,263.03485
Brazil,2021-07-31,,,,263.66156
Brazil,2021-08-01,,,,264.11945
Brazil,2021-08-02,275.84018,275.84018,275.84018,264.55215
Brazil,2021-08-03,,,,264.7728
Brazil,2021-08-04,,,,264.95776
Brazil,2021-08-05,,,,265.53262
Brazil,2021-08-06,,,,266.09134
Brazil,2021-08-07,,,,266.61392
Brazil,2021-08-08,,,,267.11603
Brazil,2021-08-09,278.3612,278.3612,278.3612,267.58676
Brazil,2021-08-10,,,,267.7765
Brazil,2021-08-11,,,,267.97192
Brazil,2021-08-12,,,,268.54776
Brazil,2021-08-13,,,,269.01135
Brazil,2021-08-14,,,,269.55722
Brazil,2021-08-15,,,,270.01657
Brazil,2021-08-16,280.88223,280.88223,280.88223,270.45688
Brazil,2021-08-17,,,,270.58527
Brazil,2021-08-18,,,,270.79163
Brazil,2021-08-19,,,,271.31754
Brazil,2021-08-20,,,,271.82346
Brazil,2021-08-21,,,,272.28897
Brazil,2021-08-22,,,,272.70264
Brazil,2021-08-23,283.40326,283.40326,283.40326,273.03455
Brazil,2021-08-24,,,,273.18576
Brazil,2021-08-25,,,,273.33838
Brazil,2021-08-26,,,,273.7635
Brazil,2021-08-27,,,,274.19284
Brazil,2021-08-28,,,,274.6303
Brazil,2021-08-29,,,,274.99216
Brazil,2021-08-30,285.9243,285.9243,285.9243,275.3174
Brazil,2021-08-31,,,,275.4591
Brazil,2021-09-01,,,,275.58557
Brazil,2021-09-02,,,,275.98453
Brazil,2021-09-03,,,,276.33496
Brazil,2021-09-04,,,,276.69824
Brazil,2021-09-05,,,,277.0577
Brazil,2021-09-06,287.34674,287.34674,287.34674,277.38675
Brazil,2021-09-07,,,,277.51324
Brazil,2021-09-08,,,,277.5998
Brazil,2021-09-09,,,,277.77145
Brazil,2021-09-10,,,,277.89032
Brazil,2021-09-11,,,,278.24835
Brazil,2021-09-12,,,,278.5679
Brazil,2021-09-13,288.76917,288.76917,288.76917,278.90646
Brazil,2021-09-14,,,,279.04578
Brazil,2021-09-15,,,,279.148
Brazil,2021-09-16,,,,279.4956
Brazil,2021-09-17,,,,279.87598
Brazil,2021-09-18,,,,280.18173
Brazil,2021-09-19,,,,280.3401
Brazil,2021-09-20,290.19162,290.19162,290.19162,280.78467
Brazil,2021-09-21,,,,280.9007
Brazil,2021-09-22,,,,280.99722
Brazil,2021-09-23,,,,281.2278
Brazil,2021-09-24,,,,281.64435
Brazil,2021-09-25,,,,281.95248
Brazil,2021-09-26,,,,282.28485
Brazil,2021-09-27,291.61404,291.61404,291.61404,282.5402
Brazil,2021-09-28,,,,282.65573
Brazil,2021-09-29,,,,282.75558
Brazil,2021-09-30,,,,283.13266
Brazil,2021-10-01,,,,283.4541
Brazil,2021-10-02,,,,283.75223
Brazil,2021-10-03,,,,283.97858
Brazil,2021-10-04,292.74872,292.74872,292.74872,284.21536
Brazil,2021-10-05,,,,284.32236
Brazil,2021-10-06,,,,284.41937
Brazil,2021-10-07,,,,284.74127
Brazil,2021-10-08,,,,284.9933
Brazil,2021-10-09,,,,285.20773
Brazil,2021-10-10,,,,285.50015
