Entity,Day,"Cumulative excess deaths per 100,000 people (central estimate)","Cumulative excess deaths per 100,000 people (95% CI, lower bound)","Cumulative excess deaths per 100,000 people (95% CI, upper bound)","Total confirmed deaths due to COVID-19 per 100,000 people"
Brazil,2024-09-12,,,,333.8539
Brazil,2024-09-13,,,,333.8539
Brazil,2024-09-14,,,,333.8539
Brazil,2024-09-15,,,,333.8539
Brazil,2024-09-16,,,,333.8539
Brazil,2024-09-17,,,,333.8539
Brazil,2024-09-18,,,,333.8539
Brazil,2024-09-19,,,,333.8539
Brazil,2024-09-20,,,,333.8539
Brazil,2024-09-21,,,,333.8539
Brazil,2024-09-22,,,,333.8539
Brazil,2024-09-23,,,,333.8539
Brazil,2024-09-24,,,,333.8539
Brazil,2024-09-25,,,,333.8539
Brazil,2024-09-26,,,,333.8539
Brazil,2024-09-27,,,,333.8539
Brazil,2024-09-28,,,,333.8539
Brazil,2024-09-29,,,,333.8539
Brazil,2024-09-30,,,,333.8539
Brazil,2024-10-01,,,,333.8539
Brazil,2024-10-02,,,,333.8539
Brazil,2024-10-03,,,,333.8539
Brazil,2024-10-04,,,,333.8539
Brazil,2024-10-05,,,,333.8539
Brazil,2024-10-06,,,,333.8539
Brazil,2024-10-07,,,,333.8539
Brazil,2024-10-08,,,,333.8539
Brazil,2024-10-09,,,,333.8539
Brazil,2024-10-10,,,,333.8539
Brazil,2024-10-11,,,,333.8539
Brazil,2024-10-12,,,,333.8539
Brazil,2024-10-13,,,,333.8539
Brazil,2024-10-14,,,,333.8539
Brazil,2024-10-15,,,,333.8539
Brazil,2024-10-16,,,,333.8539
Brazil,2024-10-17,,,,333.8539
Brazil,2024-10-18,,,,333.8539
Brazil,2024-10-19,,,,333.8539
Brazil,2024-10-20,,,,333.8539
Brazil,2024-10-21,,,,333.8539
Brazil,2024-10-22,,,,333.8539
Brazil,2024-10-23,,,,333.8539
Brazil,2024-10-24,,,,333.8539
Brazil,2024-10-25,,,,333.8539
Brazil,2024-10-26,,,,333.8539
Brazil,2024-10-27,,,,333.8539
Brazil,2024-10-28,,,,333.8539
Brazil,2024-10-29,,,,333.8539
Brazil,2024-10-30,,,,333.8539
Brazil,2024-10-31,,,,333.8539
Brazil,2024-11-01,,,,333.8539
Brazil,2024-11-02,,,,333.8539
Brazil,2024-11-03,,,,333.8539
Brazil,2024-11-04,,,,333.8539
Brazil,2024-11-05,,,,333.8539
Brazil,2024-11-06,,,,333.8539
Brazil,2024-11-07,,,,333.8539
Brazil,2024-11-08,,,,333.8539
Brazil,2024-11-09,,,,333.8539
Brazil,2024-11-10,,,,333.8539
Brazil,2024-11-11,,,,333.8539
Brazil,2024-11-12,,,,333.8539
Brazil,2024-11-13,,,,333.8539
Brazil,2024-11-14,,,,333.8539
Brazil,2024-11-15,,,,333.8539
Brazil,2024-11-16,,,,333.8539
Brazil,2024-11-17,,,,333.8539
Brazil,2024-11-18,,,,333.8539
Brazil,2024-11-19,,,,333.8539
Brazil,2024-11-20,,,,333.8539
Brazil,2024-11-21,,,,333.8539
Brazil,2024-11-22,,,,333.8539
Brazil,2024-11-23,,,,333.8539
Brazil,2024-11-24,,,,333.8539
Brazil,2024-11-25,,,,333.8539
Brazil,2024-11-26,,,,333.8539
Brazil,2024-11-27,,,,333.8539
Brazil,2024-11-28,,,,333.8539
Brazil,2024-11-29,,,,333.8539
Brazil,2024-11-30,,,,333.8539
Brazil,2024-12-01,,,,333.8539
Brazil,2024-12-02,,,,333.8539
Brazil,2024-12-03,,,,333.8539
Brazil,2024-12-04,,,,333.8539
Brazil,2024-12-05,,,,333.8539
Brazil,2024-12-06,,,,333.8539
Brazil,2024-12-07,,,,333.8539
Brazil,2024-12-08,,,,333.8539
Brazil,2024-12-09,,,,333.8539
Brazil,2024-12-10,,,,333.8539
Brazil,2024-12-11,,,,333.8539
Brazil,2024-12-12,,,,333.8539
Brazil,2024-12-13,,,,333.8539
Brazil,2024-12-14,,,,333.8539
Brazil,2024-12-15,,,,333.8539
Brazil,2024-12-16,,,,333.8539
Brazil,2024-12-17,,,,333.8539
Brazil,2024-12-18,,,,333.8539
Brazil,2024-12-19,,,,333.8539
Brazil,2024-12-20,,,,333.8539
Brazil,2024-12-21,,,,333.8539
Brazil,2024-12-22,,,,333.8539
Brazil,2024-12-23,,,,333.8539
Brazil,2024-12-24,,,,333.8539
Brazil,2024-12-25,,,,333.8539
Brazil,2024-12-26,,,,333.8539
Brazil,2024-12-27,,,,333.8539
Brazil,2024-12-28,,,,333.8539
Brazil,2024-12-29,,,,333.8539
Brazil,2024-12-30,,,,333.8539
Brazil,2024-12-31,,,,333.891
Brazil,2025-01-01,,,,333.891
Brazil,2025-01-02,,,,333.891
Brazil,2025-01-03,,,,333.891
Brazil,2025-01-04,,,,333.891
Brazil,2025-01-05,,,,333.891
Brazil,2025-01-06,,,,333.891
Brazil,2025-01-07,,,,333.93475
Brazil,2025-01-08,,,,333.93475
Brazil,2025-01-09,,,,333.93475
Brazil,2025-01-10,,,,333.93475
Brazil,2025-01-11,,,,333.93475
Brazil,2025-01-12,,,,333.93475
Brazil,2025-01-13,,,,333.93475
Brazil,2025-01-14,,,,333.9704
Brazil,2025-01-15,,,,333.9704
Brazil,2025-01-16,,,,333.9704
Brazil,2025-01-17,,,,333.9704
Brazil,2025-01-18,,,,333.9704
Brazil,2025-01-19,,,,333.9704
Brazil,2025-01-20,,,,333.9704
Brazil,2025-01-21,,,,334.0032
Brazil,2025-01-22,,,,334.0032
Brazil,2025-01-23,,,,334.0032
Brazil,2025-01-24,,,,334.0032
Brazil,2025-01-25,,,,334.0032
Brazil,2025-01-26,,,,334.0032
Brazil,2025-01-27,,,,334.0032
Brazil,2025-01-28,,,,334.0284
Brazil,2025-01-29,,,,334.0284
Brazil,2025-01-30,,,,334.0284
Brazil,2025-01-31,,,,334.0284
Brazil,2025-02-01,,,,334.0284
Brazil,2025-02-02,,,,334.0284
Brazil,2025-02-03,,,,334.0284
Brazil,2025-02-04,,,,334.0555
Brazil,2025-02-05,,,,334.0555
Brazil,2025-02-06,,,,334.0555
Brazil,2025-02-07,,,,334.0555
Brazil,2025-02-08,,,,334.0555
Brazil,2025-02-09,,,,334.0555
Brazil,2025-02-10,,,,334.0555
Brazil,2025-02-11,,,,334.07928
Brazil,2025-02-12,,,,334.07928
Brazil,2025-02-13,,,,334.07928
Brazil,2025-02-14,,,,334.07928
Brazil,2025-02-15,,,,334.07928
Brazil,2025-02-16,,,,334.07928
Brazil,2025-02-17,,,,334.07928
Brazil,2025-02-18,,,,334.10593
Brazil,2025-02-19,,,,334.10593
Brazil,2025-02-20,,,,334.10593
Brazil,2025-02-21,,,,334.10593
Brazil,2025-02-22,,,,334.10593
Brazil,2025-02-23,,,,334.10593
Brazil,2025-02-24,,,,334.10593
Brazil,2025-02-25,,,,334.13208
Brazil,2025-02-26,,,,334.13208
Brazil,2025-02-27,,,,334.13208
Brazil,2025-02-28,,,,334.13208
Brazil,2025-03-01,,,,334.13208
Brazil,2025-03-02,,,,334.13208
Brazil,2025-03-03,,,,334.13208
Brazil,2025-03-04,,,,334.15298
Brazil,2025-03-05,,,,334.15298
Brazil,2025-03-06,,,,334.15298
Brazil,2025-03-07,,,,334.15298
Brazil,2025-03-08,,,,334.15298
Brazil,2025-03-09,,,,334.15298
Brazil,2025-03-10,,,,334.15298
Brazil,2025-03-11,,,,334.16537
Brazil,2025-03-12,,,,334.16537
Brazil,2025-03-13,,,,334.16537
Brazil,2025-03-14,,,,334.16537
Brazil,2025-03-15,,,,334.16537
Brazil,2025-03-16,,,,334.16537
Brazil,2025-03-17,,,,334.16537
Brazil,2025-03-18,,,,334.17535
Brazil,2025-03-19,,,,334.17535
Brazil,2025-03-20,,,,334.17535
Brazil,2025-03-21,,,,334.17535
Brazil,2025-03-22,,,,334.17535
Brazil,2025-03-23,,,,334.17535
Brazil,2025-03-24,,,,334.17535
Brazil,2025-03-25,,,,334.182
Brazil,2025-03-26,,,,334.182
Brazil,2025-03-27,,,,334.182
Brazil,2025-03-28,,,,334.182
Brazil,2025-03-29,,,,334.182
Brazil,2025-03-30,,,,334.182
Brazil,2025-03-31,,,,334.182
Brazil,2025-04-01,,,,334.1896
Brazil,2025-04-02,,,,334.1896
Brazil,2025-04-03,,,,334.1896
Brazil,2025-04-04,,,,334.1896
Brazil,2025-04-05,,,,334.1896
Brazil,2025-04-06,,,,334.1896
Brazil,2025-04-07,,,,334.1896
Brazil,2025-04-08,,,,334.1972
Brazil,2025-04-09,,,,334.1972
Brazil,2025-04-10,,,,334.1972
Brazil,2025-04-11,,,,334.1972
Brazil,2025-04-12,,,,334.1972
Brazil,2025-04-13,,,,334.1972
Brazil,2025-04-14,,,,334.1972
Brazil,2025-04-15,,,,334.2034
Brazil,2025-04-16,,,,334.2034
Brazil,2025-04-17,,,,334.2034
Brazil,2025-04-18,,,,334.2034
Brazil,2025-04-19,,,,334.2034
Brazil,2025-04-20,,,,334.2034
Brazil,2025-04-21,,,,334.2034
Brazil,2025-04-22,,,,334.21005
Brazil,2025-04-23,,,,334.21005
Brazil,2025-04-24,,,,334.21005
Brazil,2025-04-25,,,,334.21005
Brazil,2025-04-26,,,,334.21005
Brazil,2025-04-27,,,,334.21005
Brazil,2025-04-28,,,,334.21005
Brazil,2025-04-29,,,,334.21576
Brazil,2025-04-30,,,,334.21576
Brazil,2025-05-01,,,,334.21576
Brazil,2025-05-02,,,,334.21576
Brazil,2025-05-03,,,,334.21576
Brazil,2025-05-04,,,,334.21576
Brazil,2025-05-05,,,,334.21576
Brazil,2025-05-06,,,,334.22385
Brazil,2025-05-07,,,,334.22385
Brazil,2025-05-08,,,,334.22385
Brazil,2025-05-09,,,,334.22385
Brazil,2025-05-10,,,,334.22385
Brazil,2025-05-11,,,,334.22385
Brazil,2025-05-12,,,,334.22385
Brazil,2025-05-13,,,,334.23145
Brazil,2025-05-14,,,,334.23145
Brazil,2025-05-15,,,,334.23145
Brazil,2025-05-16,,,,334.23145
Brazil,2025-05-17,,,,334.23145
Brazil,2025-05-18,,,,334.23145
Brazil,2025-05-19,,,,334.23145
Brazil,2025-05-20,,,,334.2362
Brazil,2025-05-21,,,,334.2362
Brazil,2025-05-22,,,,334.2362
Brazil,2025-05-23,,,,334.2362
Brazil,2025-05-24,,,,334.2362
Brazil,2025-05-25,,,,334.2362
Brazil,2025-05-26,,,,334.2362
Brazil,2025-05-27,,,,334.24002
Brazil,2025-05-28,,,,334.24002
Brazil,2025-05-29,,,,334.24002
Brazil,2025-05-30,,,,334.24002
Brazil,2025-05-31,,,,334.24002
Brazil,2025-06-01,,,,334.24002
Brazil,2025-06-02,,,,334.24002
Brazil,2025-06-03,,,,334.2443
Brazil,2025-06-04,,,,334.2443
Brazil,2025-06-05,,,,334.2443
Brazil,2025-06-06,,,,334.2443
Brazil,2025-06-07,,,,334.2443
Brazil,2025-06-08,,,,334.2443
Brazil,2025-06-09,,,,334.2443
Brazil,2025-06-10,,,,334.2495
Brazil,2025-06-11,,,,334.2495
Brazil,2025-06-12,,,,334.2495
Brazil,2025-06-13,,,,334.2495
Brazil,2025-06-14,,,,334.2495
Brazil,2025-06-15,,,,334.2495
Brazil,2025-06-16,,,,334.2495
Brazil,2025-06-17,,,,334.25522
Brazil,2025-06-18,,,,334.25522
Brazil,2025-06-19,,,,334.25522
Brazil,2025-06-20,,,,334.25522
Brazil,2025-06-21,,,,334.25522
Brazil,2025-06-22,,,,334.25522
Brazil,2025-06-23,,,,334.25522
Brazil,2025-06-24,,,,334.25952
Brazil,2025-06-25,,,,334.25952
Brazil,2025-06-26,,,,334.25952
Brazil,2025-06-27,,,,334.25952
Brazil,2025-06-28,,,,334.25952
Brazil,2025-06-29,,,,334.25952
Brazil,2025-06-30,,,,334.25952
Brazil,2025-07-01,,,,334.2638
Brazil,2025-07-02,,,,334.2638
Brazil,2025-07-03,,,,334.2638
Brazil,2025-07-04,,,,334.2638
Brazil,2025-07-05,,,,334.2638
Brazil,2025-07-06,,,,334.2638
Brazil,2025-07-07,,,,334.2638
Brazil,2025-07-08,,,,334.26712
Brazil,2025-07-09,,,,334.26712
Brazil,2025-07-10,,,,334.26712
Brazil,2025-07-11,,,,334.26712
Brazil,2025-07-12,,,,334.26712
Brazil,2025-07-13,,,,334.26712
Brazil,2025-07-14,,,,334.26712
Brazil,2025-07-15,,,,334.26758
Brazil,2025-07-16,,,,334.26758
Brazil,2025-07-17,,,,334.26758
Brazil,2025-07-18,,,,334.26758
Brazil,2025-07-19,,,,334.26758
Brazil,2025-07-20,,,,334.26758
Germany,2020-01-01,0,0,0,
Germany,2020-01-04,,,,0
Germany,2020-01-05,,,,0.0035677685
Germany,2020-01-06,0,0,0,0.0035677685
Germany,2020-01-07,,,,0.0035677685
Germany,2020-01-08,,,,0.0035677685
Germany,2020-01-09,,,,0.0035677685
Germany,2020-01-10,,,,0.0035677685
Germany,2020-01-11,,,,0.0035677685
Germany,2020-01-12,,,,0.0035677685
Germany,2020-01-13,0,0,0,0.0035677685
Germany,2020-01-14,,,,0.0035677685
Germany,2020-01-15,,,,0.0035677685
Germany,2020-01-16,,,,0.0035677685
Germany,2020-01-17,,,,0.0035677685
Germany,2020-01-18,,,,0.0035677685
Germany,2020-01-19,,,,0.0035677685
Germany,2020-01-20,0,0,0,0.0035677685
Germany,2020-01-21,,,,0.0035677685
Germany,2020-01-22,,,,0.0035677685
Germany,2020-01-23,,,,0.0035677685
Germany,2020-01-24,,,,0.0035677685
Germany,2020-01-25,,,,0.0035677685
Germany,2020-01-26,,,,0.007135537
Germany,2020-01-27,-0.9468195,-0.9468195,-0.9468195,0.007135537
Germany,2020-01-28,,,,0.007135537
Germany,2020-01-29,,,,0.007135537
Germany,2020-01-30,,,,0.007135537
Germany,2020-01-31,,,,0.007135537
Germany,2020-02-01,,,,0.007135537
Germany,2020-02-02,,,,0.010703305
Germany,2020-02-03,-2.6369133,-2.6369133,-2.6369133,0.010703305
Germany,2020-02-04,,,,0.010703305
Germany,2020-02-05,,,,0.010703305
Germany,2020-02-06,,,,0.010703305
Germany,2020-02-07,,,,0.010703305
Germany,2020-02-08,,,,0.010703305
Germany,2020-02-09,,,,0.010703305
Germany,2020-02-10,-4.258637,-4.258637,-4.258637,0.010703305
Germany,2020-02-11,,,,0.010703305
Germany,2020-02-12,,,,0.010703305
Germany,2020-02-13,,,,0.010703305
Germany,2020-02-14,,,,0.010703305
Germany,2020-02-15,,,,0.010703305
Germany,2020-02-16,,,,0.010703305
Germany,2020-02-17,-7.030257,-7.030257,-7.030257,0.010703305
Germany,2020-02-18,,,,0.010703305
Germany,2020-02-19,,,,0.010703305
Germany,2020-02-20,,,,0.010703305
Germany,2020-02-21,,,,0.010703305
Germany,2020-02-22,,,,0.010703305
Germany,2020-02-23,,,,0.011892561
Germany,2020-02-24,-10.302705,-10.302705,-10.302705,0.011892561
Germany,2020-02-25,,,,0.011892561
Germany,2020-02-26,,,,0.011892561
Germany,2020-02-27,,,,0.011892561
Germany,2020-02-28,,,,0.011892561
Germany,2020-02-29,,,,0.011892561
Germany,2020-03-01,,,,0.013081817
Germany,2020-03-02,-12.7674265,-12.7674265,-12.7674265,0.013081817
Germany,2020-03-03,,,,0.013081817
Germany,2020-03-04,,,,0.013081817
Germany,2020-03-05,,,,0.013081817
Germany,2020-03-06,,,,0.013081817
Germany,2020-03-07,,,,0.013081817
Germany,2020-03-08,,,,0.02735289
Germany,2020-03-09,-13.9016905,-13.9016905,-13.9016905,0.02735289
Germany,2020-03-10,,,,0.02735289
Germany,2020-03-11,,,,0.02735289
Germany,2020-03-12,,,,0.02735289
Germany,2020-03-13,,,,0.02735289
Germany,2020-03-14,,,,0.02735289
Germany,2020-03-15,,,,0.1272504
Germany,2020-03-16,-14.152422,-14.152422,-14.152422,0.1272504
Germany,2020-03-17,,,,0.1272504
Germany,2020-03-18,,,,0.1272504
Germany,2020-03-19,,,,0.1272504
Germany,2020-03-20,,,,0.1272504
Germany,2020-03-21,,,,0.1272504
Germany,2020-03-22,,,,0.69690406
Germany,2020-03-23,-13.653241,-13.653241,-13.653241,0.69690406
Germany,2020-03-24,,,,0.69690406
Germany,2020-03-25,,,,0.69690406
Germany,2020-03-26,,,,0.69690406
Germany,2020-03-27,,,,0.69690406
Germany,2020-03-28,,,,0.69690406
Germany,2020-03-29,,,,2.4320288
Germany,2020-03-30,-11.428497,-11.428497,-11.428497,2.4320288
Germany,2020-03-31,,,,2.4320288
Germany,2020-04-01,,,,2.4320288
Germany,2020-04-02,,,,2.4320288
Germany,2020-04-03,,,,2.4320288
Germany,2020-04-04,,,,2.4320288
Germany,2020-04-05,,,,5.135208
Germany,2020-04-06,-8.692777,-8.692777,-8.692777,5.135208
Germany,2020-04-07,,,,5.135208
Germany,2020-04-08,,,,5.135208
Germany,2020-04-09,,,,5.135208
Germany,2020-04-10,,,,5.135208
Germany,2020-04-11,,,,5.135208
Germany,2020-04-12,,,,7.368631
Germany,2020-04-13,-6.939426,-6.939426,-6.939426,7.368631
Germany,2020-04-14,,,,7.368631
Germany,2020-04-15,,,,7.368631
Germany,2020-04-16,,,,7.368631
Germany,2020-04-17,,,,7.368631
Germany,2020-04-18,,,,7.368631
Germany,2020-04-19,,,,8.826659
Germany,2020-04-20,-5.9664536,-5.9664536,-5.9664536,8.826659
Germany,2020-04-21,,,,8.826659
Germany,2020-04-22,,,,8.826659
Germany,2020-04-23,,,,8.826659
Germany,2020-04-24,,,,8.826659
Germany,2020-04-25,,,,8.826659
Germany,2020-04-26,,,,9.691248
Germany,2020-04-27,-5.2012296,-5.2012296,-5.2012296,9.691248
Germany,2020-04-28,,,,9.691248
Germany,2020-04-29,,,,9.691248
Germany,2020-04-30,,,,9.691248
Germany,2020-05-01,,,,9.691248
Germany,2020-05-02,,,,9.691248
Germany,2020-05-03,,,,10.152679
Germany,2020-05-04,-5.086121,-5.086121,-5.086121,10.152679
Germany,2020-05-05,,,,10.152679
Germany,2020-05-06,,,,10.152679
Germany,2020-05-07,,,,10.152679
Germany,2020-05-08,,,,10.152679
Germany,2020-05-09,,,,10.152679
Germany,2020-05-10,,,,10.459508
Germany,2020-05-11,-5.2293797,-5.2293797,-5.2293797,10.459508
Germany,2020-05-12,,,,10.459508
Germany,2020-05-13,,,,10.459508
Germany,2020-05-14,,,,10.459508
Germany,2020-05-15,,,,10.459508
Germany,2020-05-16,,,,10.459508
Germany,2020-05-17,,,,10.655735
Germany,2020-05-18,-4.8052864,-4.8052864,-4.8052864,10.655735
Germany,2020-05-19,,,,10.655735
Germany,2020-05-20,,,,10.655735
Germany,2020-05-21,,,,10.655735
Germany,2020-05-22,,,,10.655735
Germany,2020-05-23,,,,10.655735
Germany,2020-05-24,,,,10.787743
Germany,2020-05-25,-5.0248313,-5.0248313,-5.0248313,10.787743
Germany,2020-05-26,,,,10.787743
Germany,2020-05-27,,,,10.787743
Germany,2020-05-28,,,,10.787743
Germany,2020-05-29,,,,10.787743
Germany,2020-05-30,,,,10.787743
Germany,2020-05-31,,,,10.865044
Germany,2020-06-01,-4.474074,-4.474074,-4.474074,10.865044
Germany,2020-06-02,,,,10.865044
Germany,2020-06-03,,,,10.865044
Germany,2020-06-04,,,,10.865044
Germany,2020-06-05,,,,10.865044
Germany,2020-06-06,,,,10.865044
Germany,2020-06-07,,,,10.917371
Germany,2020-06-08,-4.12003,-4.12003,-4.12003,10.917371
Germany,2020-06-09,,,,10.917371
Germany,2020-06-10,,,,10.917371
Germany,2020-06-11,,,,10.917371
Germany,2020-06-12,,,,10.917371
Germany,2020-06-13,,,,10.917371
Germany,2020-06-14,,,,10.958995
Germany,2020-06-15,-4.410824,-4.410824,-4.410824,10.958995
Germany,2020-06-16,,,,10.958995
Germany,2020-06-17,,,,10.958995
Germany,2020-06-18,,,,10.958995
Germany,2020-06-19,,,,10.958995
Germany,2020-06-20,,,,10.958995
Germany,2020-06-21,,,,11.007754
Germany,2020-06-22,-3.771785,-3.771785,-3.771785,11.007754
Germany,2020-06-23,,,,11.007754
Germany,2020-06-24,,,,11.007754
Germany,2020-06-25,,,,11.007754
Germany,2020-06-26,,,,11.007754
Germany,2020-06-27,,,,11.007754
Germany,2020-06-28,,,,11.032729
Germany,2020-06-29,-4.7748265,-4.7748265,-4.7748265,11.032729
Germany,2020-06-30,,,,11.032729
Germany,2020-07-01,,,,11.032729
Germany,2020-07-02,,,,11.032729
Germany,2020-07-03,,,,11.032729
Germany,2020-07-04,,,,11.032729
Germany,2020-07-05,,,,11.06365
Germany,2020-07-06,-5.3031163,-5.3031163,-5.3031163,11.06365
Germany,2020-07-07,,,,11.06365
Germany,2020-07-08,,,,11.06365
Germany,2020-07-09,,,,11.06365
Germany,2020-07-10,,,,11.06365
Germany,2020-07-11,,,,11.06365
Germany,2020-07-12,,,,11.093381
Germany,2020-07-13,-5.8503575,-5.8503575,-5.8503575,11.093381
Germany,2020-07-14,,,,11.093381
Germany,2020-07-15,,,,11.093381
Germany,2020-07-16,,,,11.093381
Germany,2020-07-17,,,,11.093381
Germany,2020-07-18,,,,11.093381
Germany,2020-07-19,,,,11.130248
Germany,2020-07-20,-6.6682005,-6.6682005,-6.6682005,11.130248
Germany,2020-07-21,,,,11.130248
Germany,2020-07-22,,,,11.130248
Germany,2020-07-23,,,,11.130248
Germany,2020-07-24,,,,11.130248
Germany,2020-07-25,,,,11.130248
Germany,2020-07-26,,,,11.169494
Germany,2020-07-27,-6.426428,-6.426428,-6.426428,11.169494
Germany,2020-07-28,,,,11.169494
Germany,2020-07-29,,,,11.169494
Germany,2020-07-30,,,,11.169494
Germany,2020-07-31,,,,11.169494
Germany,2020-08-01,,,,11.169494
Germany,2020-08-02,,,,11.213496
Germany,2020-08-03,-5.7012663,-5.7012663,-5.7012663,11.213496
Germany,2020-08-04,,,,11.213496
Germany,2020-08-05,,,,11.213496
Germany,2020-08-06,,,,11.213496
Germany,2020-08-07,,,,11.213496
Germany,2020-08-08,,,,11.213496
Germany,2020-08-09,,,,11.253931
Germany,2020-08-10,-2.0784147,-2.0784147,-2.0784147,11.253931
Germany,2020-08-11,,,,11.253931
Germany,2020-08-12,,,,11.253931
Germany,2020-08-13,,,,11.253931
Germany,2020-08-14,,,,11.253931
Germany,2020-08-15,,,,11.253931
Germany,2020-08-16,,,,11.290797
Germany,2020-08-17,-0.8134899,-0.8134899,-0.8134899,11.290797
Germany,2020-08-18,,,,11.290797
Germany,2020-08-19,,,,11.290797
Germany,2020-08-20,,,,11.290797
Germany,2020-08-21,,,,11.290797
Germany,2020-08-22,,,,11.290797
Germany,2020-08-23,,,,11.327664
Germany,2020-08-24,-0.8197683,-0.8197683,-0.8197683,11.327664
Germany,2020-08-25,,,,11.327664
Germany,2020-08-26,,,,11.327664
Germany,2020-08-27,,,,11.327664
Germany,2020-08-28,,,,11.327664
Germany,2020-08-29,,,,11.327664
Germany,2020-08-30,,,,11.3490715
Germany,2020-08-31,-0.17113356,-0.17113356,-0.17113356,11.3490715
Germany,2020-09-01,,,,11.3490715
Germany,2020-09-02,,,,11.3490715
Germany,2020-09-03,,,,11.3490715
Germany,2020-09-04,,,,11.3490715
Germany,2020-09-05,,,,11.3490715
Germany,2020-09-06,,,,11.390696
Germany,2020-09-07,0.6259961,0.6259961,0.6259961,11.390696
Germany,2020-09-08,,,,11.390696
Germany,2020-09-09,,,,11.390696
Germany,2020-09-10,,,,11.390696
Germany,2020-09-11,,,,11.390696
Germany,2020-09-12,,,,11.390696
Germany,2020-09-13,,,,11.471564
Germany,2020-09-14,1.8474998,1.8474998,1.8474998,11.471564
Germany,2020-09-15,,,,11.471564
Germany,2020-09-16,,,,11.471564
Germany,2020-09-17,,,,11.471564
Germany,2020-09-18,,,,11.471564
Germany,2020-09-19,,,,11.471564
Germany,2020-09-20,,,,11.569083
Germany,2020-09-21,2.7403476,2.7403476,2.7403476,11.569083
Germany,2020-09-22,,,,11.569083
Germany,2020-09-23,,,,11.569083
Germany,2020-09-24,,,,11.569083
Germany,2020-09-25,,,,11.569083
Germany,2020-09-26,,,,11.569083
Germany,2020-09-27,,,,11.699902
Germany,2020-09-28,3.631996,3.631996,3.631996,11.699902
Germany,2020-09-29,,,,11.699902
Germany,2020-09-30,,,,11.699902
Germany,2020-10-01,,,,11.699902
Germany,2020-10-02,,,,11.699902
Germany,2020-10-03,,,,11.699902
Germany,2020-10-04,,,,11.8438015
Germany,2020-10-05,3.5806172,3.5806172,3.5806172,11.8438015
Germany,2020-10-06,,,,11.8438015
Germany,2020-10-07,,,,11.8438015
Germany,2020-10-08,,,,11.8438015
Germany,2020-10-09,,,,11.8438015
Germany,2020-10-10,,,,11.8438015
Germany,2020-10-11,,,,12.137548
Germany,2020-10-12,3.948095,3.948095,3.948095,12.137548
Germany,2020-10-13,,,,12.137548
Germany,2020-10-14,,,,12.137548
Germany,2020-10-15,,,,12.137548
Germany,2020-10-16,,,,12.137548
Germany,2020-10-17,,,,12.137548
Germany,2020-10-18,,,,12.689363
Germany,2020-10-19,5.2991424,5.2991424,5.2991424,12.689363
Germany,2020-10-20,,,,12.689363
Germany,2020-10-21,,,,12.689363
Germany,2020-10-22,,,,12.689363
Germany,2020-10-23,,,,12.689363
Germany,2020-10-24,,,,12.689363
Germany,2020-10-25,,,,13.896458
Germany,2020-10-26,6.741589,6.741589,6.741589,13.896458
Germany,2020-10-27,,,,13.896458
Germany,2020-10-28,,,,13.896458
Germany,2020-10-29,,,,13.896458
Germany,2020-10-30,,,,13.896458
Germany,2020-10-31,,,,13.896458
Germany,2020-11-01,,,,15.824242
Germany,2020-11-02,8.182837,8.182837,8.182837,15.824242
Germany,2020-11-03,,,,15.824242
Germany,2020-11-04,,,,15.824242
Germany,2020-11-05,,,,15.824242
Germany,2020-11-06,,,,15.824242
Germany,2020-11-07,,,,15.824242
Germany,2020-11-08,,,,18.09572
Germany,2020-11-09,10.428452,10.428452,10.428452,18.09572
Germany,2020-11-10,,,,18.09572
Germany,2020-11-11,,,,18.09572
Germany,2020-11-12,,,,18.09572
Germany,2020-11-13,,,,18.09572
Germany,2020-11-14,,,,18.09572
Germany,2020-11-15,,,,21.111675
Germany,2020-11-16,13.011359,13.011359,13.011359,21.111675
Germany,2020-11-17,,,,21.111675
Germany,2020-11-18,,,,21.111675
Germany,2020-11-19,,,,21.111675
Germany,2020-11-20,,,,21.111675
Germany,2020-11-21,,,,21.111675
Germany,2020-11-22,,,,24.948215
Germany,2020-11-23,16.762314,16.762314,16.762314,24.948215
Germany,2020-11-24,,,,24.948215
Germany,2020-11-25,,,,24.948215
Germany,2020-11-26,,,,24.948215
Germany,2020-11-27,,,,24.948215
Germany,2020-11-28,,,,24.948215
Germany,2020-11-29,,,,29.230726
Germany,2020-11-30,21.572407,21.572407,21.572407,29.230726
Germany,2020-12-01,,,,29.230726
Germany,2020-12-02,,,,29.230726
Germany,2020-12-03,,,,29.230726
Germany,2020-12-04,,,,29.230726
Germany,2020-12-05,,,,29.230726
Germany,2020-12-06,,,,34.558594
Germany,2020-12-07,28.083353,28.083353,28.083353,34.558594
Germany,2020-12-08,,,,34.558594
Germany,2020-12-09,,,,34.558594
Germany,2020-12-10,,,,34.558594
Germany,2020-12-11,,,,34.558594
Germany,2020-12-12,,,,34.558594
Germany,2020-12-13,,,,41.411087
Germany,2020-12-14,35.015556,35.015556,35.015556,41.411087
Germany,2020-12-15,,,,41.411087
Germany,2020-12-16,,,,41.411087
Germany,2020-12-17,,,,41.411087
Germany,2020-12-18,,,,41.411087
Germany,2020-12-19,,,,41.411087
Germany,2020-12-20,,,,49.09368
Germany,2020-12-21,43.32859,43.32859,43.32859,49.09368
Germany,2020-12-22,,,,49.09368
Germany,2020-12-23,,,,49.09368
Germany,2020-12-24,,,,49.09368
